name,type,group,enclave_time_mean,enclave_time_std,enclave_time_min,enclave_time_max,enclave_time_p95,enclave_time_p99,cpu_time_mean,cpu_time_std,cpu_time_min,cpu_time_max,input_bytes,output_bytes,input_shape,output_shape,dependencies,num_iterations,xfer_edges_json,xfer_total_mean_ms,compute_mean_ms,cpu_memory_bytes,tee_memory_bytes,tee_encryption_overhead,tee_total_memory_bytes,weight_bytes,bias_bytes,activation_bytes,num_chunks,chunk_metadata_bytes
embedding,Linear,Embedding,0.6971634,0.1378363625,0.564422,0.925422999,0.8983262493,0.920003649,0.2172910667,0.008566456056,0.2061029991,0.2411209989,159744,159744,"[1, 128, 312]","[1, 128, 312]",[],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,710112,710112,60,710172,389376,1248,319488,1,60
encoder0_attn_q_proj,Linear,Encoder0,0.6700758,0.1261790661,0.5551390004,0.8746740004,0.87349725,0.8744386504,0.2221300999,0.01769864443,0.2062639996,0.2892089997,159744,159744,"[1, 128, 312]","[1, 128, 312]",['embedding'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,710112,710112,60,710172,389376,1248,319488,1,60
encoder0_attn_k_proj,Linear,Encoder0,0.7434589998,0.1704690344,0.5577199991,1.000138998,0.9818095989,0.9964731184,0.2237110665,0.01213644002,0.2062990006,0.2581589997,159744,159744,"[1, 128, 312]","[1, 128, 312]",['encoder0_attn_q_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,710112,710112,60,710172,389376,1248,319488,1,60
encoder0_attn_v_proj,Linear,Encoder0,0.7851558003,0.1782415592,0.5504070014,0.9794329999,0.9651923003,0.97658486,0.2264685002,0.01825010532,0.2068800004,0.2701110006,159744,159744,"[1, 128, 312]","[1, 128, 312]",['encoder0_attn_k_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,710112,710112,60,710172,389376,1248,319488,1,60
encoder0_attn_qk_matmul,MatMul,Encoder0,6.3121577,0.2102686858,6.115839,6.794827999,6.67659275,6.771180949,0.1392077998,0.02629603755,0.1185609999,0.2137889987,319488,786432,"[1, 12, 128, 26]","[1, 12, 128, 128]",['encoder0_attn_v_proj'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,946176,946176,60,946236,0,0,946176,1,60
encoder0_attn_softmax,Softmax,Encoder0,2.2508174,0.04098677032,2.191783,2.338881,2.32585665,2.33627613,0.3199867998,0.01704819696,0.302941,0.3748629988,786432,786432,"[1, 12, 128, 128]","[1, 12, 128, 128]",['encoder0_attn_qk_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,1572864,1572864,60,1572924,0,0,1572864,1,60
encoder0_attn_v_matmul,MatMul,Encoder0,6.3384457,0.06079724585,6.270100001,6.451576,6.430111899,6.44728318,0.1302955333,0.007921096257,0.1218450016,0.1524939998,946176,159744,"[1, 12, 128, 128]","[1, 12, 128, 26]",['encoder0_attn_softmax'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,946176,946176,60,946236,0,0,946176,1,60
encoder0_attn_out_proj,Linear,Encoder0,0.8075098,0.1416388433,0.5518539983,0.9676589998,0.9523171498,0.9645906298,0.2237959668,0.01189173102,0.2071859999,0.2492469994,159744,159744,"[1, 128, 312]","[1, 128, 312]",['encoder0_attn_v_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,710112,710112,60,710172,389376,1248,319488,1,60
encoder0_norm1,LayerNorm,Encoder0,0.1735099002,0.01585855804,0.1579359996,0.2026479997,0.2010622001,0.2023308398,0.03443013344,0.004251637777,0.03024799844,0.04557699867,159744,159744,"[1, 128, 312]","[1, 128, 312]",['encoder0_attn_out_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,321984,321984,60,322044,1248,1248,319488,1,60
encoder0_ffn_fc1,Linear,Encoder0,1.8869736,0.03919812134,1.831464999,1.963679999,1.94815005,1.960574009,0.7001513334,0.01598089197,0.674896999,0.7494279998,159744,614400,"[1, 128, 312]","[1, 128, 1200]",['encoder0_norm1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,2276544,2276544,60,2276604,1497600,4800,774144,1,60
encoder0_ffn_gelu,GELU,Encoder0,3.9464076,0.1778585811,3.800861001,4.319501,4.297604,4.3151216,0.2844383668,0.02247740416,0.267559999,0.3578879987,614400,614400,"[1, 128, 1200]","[1, 128, 1200]",['encoder0_ffn_fc1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,1228800,1228800,60,1228860,0,0,1228800,1,60
